group,AUC_mean,AUC_std,AUC_ci_lower,AUC_ci_upper,Precision_mean,Precision_std,Precision_ci_lower,Precision_ci_upper,Recall_mean,Recall_std,Recall_ci_lower,Recall_ci_upper,F1_mean,F1_std,F1_ci_lower,F1_ci_upper,Accuracy_mean,Accuracy_std,Accuracy_ci_lower,Accuracy_ci_upper
Overall,0.5993508964776992,0.016009514583715228,0.56967793405056,0.6259313657879829,0.5739855378866195,0.01541907181680161,0.5465893626213074,0.5983075737953186,0.5621197134256363,0.013301797509672919,0.5371463939547538,0.5822433739900589,0.5572809666395188,0.014900030529354725,0.5279006078839302,0.578510633111,0.6003000259399414,0.014432951204494565,0.578000009059906,0.6230500251054764
Gender: Female,0.5993508964776992,0.016009514583715228,0.56967793405056,0.6259313657879829,0.5739855378866195,0.01541907181680161,0.5465893626213074,0.5983075737953186,0.5621197134256363,0.013301797509672919,0.5371463939547538,0.5822433739900589,0.5572809666395188,0.014900030529354725,0.5279006078839302,0.578510633111,0.6003000259399414,0.014432951204494565,0.578000009059906,0.6230500251054764
Age: <40,0.5906406193971634,0.021662930883402747,0.5564538240432739,0.6316280350089073,0.5556631565093995,0.019283614271301992,0.5286541476845741,0.5910247206687927,0.5539161443710328,0.018917918107997807,0.5277411997318268,0.588334646821022,0.551505908370018,0.019286025084761224,0.5262567222118377,0.586900982260704,0.5579367876052856,0.018302304493212393,0.5345308214426041,0.5927331760525704
Age: 40-50,0.6283816069364547,0.0279711588059215,0.5647514283657074,0.6691825687885284,0.6215815931558609,0.01909830481624659,0.5810909509658814,0.6471838906407356,0.594635409116745,0.017462720721358235,0.5589271157979965,0.6187063097953797,0.5883340448141098,0.02185176028955769,0.5456676170229912,0.6175723239779473,0.6382608652114868,0.021157941733784175,0.5967366456985473,0.6736875683069229
Age: 50-65,0.5374671399593354,0.03299721345582214,0.49478592574596403,0.6028601974248886,0.5176864728331566,0.0400673560583386,0.43897404447197913,0.5829239428043366,0.5114316388964653,0.025167614793855157,0.46215456277132033,0.5523593991994857,0.49466386139392854,0.03142859266099938,0.4347346410155296,0.5431015133857727,0.6181086599826813,0.03168944170066318,0.5697845965623856,0.6617224350571632
Race: White,0.6232159227132797,0.025296247663343586,0.5733425855636597,0.6585444197058677,0.584987872838974,0.02378975291383646,0.5366671904921532,0.6192292481660843,0.5750520497560501,0.020279714166627244,0.5310153961181641,0.6014704689383507,0.5646999508142472,0.021749765069100434,0.5181277021765709,0.5961738899350166,0.5805751323699951,0.022949575279366308,0.5386996626853943,0.6177829757332801
Race: Black,0.521720065176487,0.04093281946513718,0.4682445988059044,0.6058383539319038,0.52452412545681,0.03327793818898229,0.47782800123095515,0.5992440581321716,0.5195072636008262,0.026971102196721202,0.47965293899178507,0.577889548242092,0.5181110978126526,0.02939410258451439,0.4781536489725113,0.5822346597909926,0.6644014179706573,0.021193260577245146,0.6348443105816841,0.7050534963607787
Race: Other,0.5729694545269013,0.04008417748382513,0.5020817801356315,0.6418535709381104,0.5390109241008758,0.03897665322404538,0.4629026859998703,0.6072024375200271,0.5331816136837005,0.03274654307833291,0.46833242774009703,0.5882529214024543,0.5203574568033218,0.0331035431472877,0.45517963021993635,0.5689763650298119,0.5496202021837234,0.029793657849998177,0.488342197239399,0.5909524872899056
