model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.6286114097510197,0.6540864605198041,-0.025475050768784424,0.17327620805052968,0.17327620805052968,0.017960631558459637,0.01636727123016516,0.022104231334884435,0.024299626612368518,0.09034687291724175,1965,1224
Demographics,Image+demo,0.6286114097510197,0.6518946569054079,-0.02328324715438823,0.22271741749427204,0.22271741749427187,0.017960631558459637,0.016757319633045005,0.021663993504899136,0.02456403971790413,0.11806063849063153,1965,1224
Image only,Image+demo,0.6540864605198041,0.6518946569054079,0.0021918036143961928,0.8895837514435481,0.8895837514435477,0.01636727123016516,0.016757319633045005,0.007792317953178722,0.023424246600602286,0.6673396551000123,1965,1224
