model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.6268201035853854,0.6586012559941296,-0.03178115240874413,0.2176065471228853,0.21760654712288535,0.018178391327251762,0.016750537907831296,0.021874939710638055,0.02471911065245664,0.11505959829246226,1965,1224
Demographics,Image+demo,0.6268201035853854,0.6848858342292531,-0.058065730643867663,0.30670815258912626,0.3067081525891263,0.018178391327251762,0.01709553034058488,0.02078653770148984,0.024954179386879473,0.1670117706848303,1965,1224
Image only,Image+demo,0.6586012559941296,0.6848858342292531,-0.026284578235123535,0.8526427739589043,0.8526427739589042,0.016750537907831296,0.01709553034058488,0.009193108969805654,0.023934027613996593,0.6158979542402828,1965,1224
