model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.6278877412583831,0.6540864605198041,-0.026198719261421033,0.16045961743912307,0.1604596174391231,0.018084173391012745,0.01636727123016516,0.022359259134944784,0.02439108227934967,0.08330188554712459,1965,1224
Demographics,Image+demo,0.6278877412583831,0.6518946569054079,-0.02400691564702484,0.21397268924169255,0.21397268924169255,0.018084173391012745,0.016757319633045005,0.021866859581500194,0.024654514566712703,0.11306874356294416,1965,1224
Image only,Image+demo,0.6540864605198041,0.6518946569054079,0.0021918036143961928,0.8895837514435481,0.8895837514435477,0.01636727123016516,0.016757319633045005,0.007792317953178722,0.023424246600602286,0.6673396551000123,1965,1224
