model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.5762086383726684,0.6661845765286097,-0.08997593815594129,0.22653563599942153,0.22653563599942178,0.0190172288291672,0.016555749166608524,0.02220587395600457,0.0252140401920947,0.1193052050830502,1965,1224
Demographics,Image+demo,0.5762086383726684,0.687529863990853,-0.11132122561818458,0.2275560470931279,0.22755604709312777,0.0190172288291672,0.016158345974292995,0.021974920335852053,0.02495490206283845,0.11941468331482785,1965,1224
Image only,Image+demo,0.6661845765286097,0.687529863990853,-0.02134528746224329,0.82046503997401,0.82046503997401,0.016555749166608524,0.016158345974292995,0.009808872951412596,0.023134065252190535,0.5759987341401742,1965,1224
