model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.6423259142647485,0.6586012559941296,-0.016275341729381054,0.2261804970561076,0.22618049705610757,0.018015318606737912,0.016750537907831296,0.021647746569571923,0.02459943545498495,0.11999010671665156,1965,1224
Demographics,Image+demo,0.6423259142647485,0.6848858342292531,-0.04255991996450459,0.3151704943520906,0.31517049435209077,0.018015318606737912,0.01709553034058488,0.02055907453324806,0.0248356369382413,0.17219459342346455,1965,1224
Image only,Image+demo,0.6586012559941296,0.6848858342292531,-0.026284578235123535,0.8526427739589043,0.8526427739589042,0.016750537907831296,0.01709553034058488,0.009193108969805654,0.023934027613996593,0.6158979542402828,1965,1224
