model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.5762086383726684,0.6586012559941296,-0.0823926176214611,0.17999300869562532,0.1799930086956253,0.0190172288291672,0.016750537907831296,0.02296872643879631,0.025342365961815827,0.09366290134851485,1965,1224
Demographics,Image+demo,0.5762086383726684,0.6848858342292531,-0.10867719585658464,0.255798797565502,0.25579879756550206,0.0190172288291672,0.01709553034058488,0.02208136893598356,0.0255717060433356,0.13649214883970084,1965,1224
Image only,Image+demo,0.6586012559941296,0.6848858342292531,-0.026284578235123535,0.8526427739589043,0.8526427739589042,0.016750537907831296,0.01709553034058488,0.009193108969805654,0.023934027613996593,0.6158979542402828,1965,1224
