model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.6268201035853854,0.6540864605198041,-0.0272663569344187,0.17325574093033633,0.17325574093033663,0.018178391327251762,0.01636727123016516,0.022254071276831672,0.024461019577452087,0.09022307077726055,1965,1224
Demographics,Image+demo,0.6268201035853854,0.6518946569054079,-0.025074553320022508,0.22928515157532417,0.22928515157532414,0.018178391327251762,0.016757319633045005,0.021715696534770724,0.024723706690760138,0.12166501542883867,1965,1224
Image only,Image+demo,0.6540864605198041,0.6518946569054079,0.0021918036143961928,0.8895837514435481,0.8895837514435477,0.01636727123016516,0.016757319633045005,0.007792317953178722,0.023424246600602286,0.6673396551000123,1965,1224
