model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.6268201035853854,0.6661845765286097,-0.039364472943224316,0.29327324071343597,0.293273240713436,0.018178391327251762,0.016555749166608524,0.020688681411447196,0.024587532241247007,0.15857023761251088,1965,1224
Demographics,Image+demo,0.6268201035853854,0.687529863990853,-0.060709760405467605,0.3269731986306928,0.32697319863069296,0.018178391327251762,0.016158345974292995,0.019986510230559744,0.02432171983786617,0.17824436907446795,1965,1224
Image only,Image+demo,0.6661845765286097,0.687529863990853,-0.02134528746224329,0.82046503997401,0.82046503997401,0.016555749166608524,0.016158345974292995,0.009808872951412596,0.023134065252190535,0.5759987341401742,1965,1224
