model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.6423259142647485,0.6661845765286097,-0.02385866226386124,0.2973920482807039,0.297392048280704,0.018015318606737912,0.016555749166608524,0.020524277272946412,0.0244672134696605,0.1611518288179139,1965,1224
Demographics,Image+demo,0.6423259142647485,0.687529863990853,-0.04520394972610453,0.3318666271450757,0.33186662714507575,0.018015318606737912,0.016158345974292995,0.01980991144896723,0.02420007952729139,0.1814113078997609,1965,1224
Image only,Image+demo,0.6661845765286097,0.687529863990853,-0.02134528746224329,0.82046503997401,0.82046503997401,0.016555749166608524,0.016158345974292995,0.009808872951412596,0.023134065252190535,0.5759987341401742,1965,1224
