model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.6278877412583831,0.6661845765286097,-0.03829683527022665,0.2741076315501477,0.2741076315501476,0.018084173391012745,0.016555749166608524,0.020904452431129227,0.024517955822292204,0.1473819194941819,1965,1224
Demographics,Image+demo,0.6278877412583831,0.687529863990853,-0.05964212273246994,0.30448777677319566,0.3044877767731957,0.018084173391012745,0.016158345974292995,0.020252913968315665,0.02425138082380391,0.1648758429278202,1965,1224
Image only,Image+demo,0.6661845765286097,0.687529863990853,-0.02134528746224329,0.82046503997401,0.82046503997401,0.016555749166608524,0.016158345974292995,0.009808872951412596,0.023134065252190535,0.5759987341401742,1965,1224
