model_a,model_b,auc_a,auc_b,diff,r_direct,r_from_variance,se_a,se_b,se_diff_paired,se_diff_if_independent,variance_reduction_from_pairing,n_images,n_patients
Demographics,Image only,0.6286114097510197,0.6661845765286097,-0.03757316677759004,0.27382673989217665,0.273826739892177,0.017960631558459637,0.016555749166608524,0.02082862014684741,0.024426975180042148,0.14731070902854748,1965,1224
Demographics,Image+demo,0.6286114097510197,0.687529863990853,-0.05891845423983333,0.30114497273659746,0.3011449727365976,0.017960631558459637,0.016158345974292995,0.020220865386011918,0.024159396321176713,0.16302273793623356,1965,1224
Image only,Image+demo,0.6661845765286097,0.687529863990853,-0.02134528746224329,0.82046503997401,0.82046503997401,0.016555749166608524,0.016158345974292995,0.009808872951412596,0.023134065252190535,0.5759987341401742,1965,1224
