group,AUC_mean,AUC_std,AUC_ci_lower,AUC_ci_upper,Precision_mean,Precision_std,Precision_ci_lower,Precision_ci_upper,Recall_mean,Recall_std,Recall_ci_lower,Recall_ci_upper,F1_mean,F1_std,F1_ci_lower,F1_ci_upper,Accuracy_mean,Accuracy_std,Accuracy_ci_lower,Accuracy_ci_upper
Overall,0.5843250542879105,0.05162212475813983,0.4936613440513611,0.6776197582483291,0.5676960617303848,0.03953420050890959,0.5040700182318687,0.64832853525877,0.558992138504982,0.03493154021651171,0.5040143311023713,0.6326953306794166,0.5559023708105088,0.036957690392274714,0.5010226905345917,0.6342646896839141,0.6086419731378555,0.033436053060278824,0.5484567895531655,0.6666666865348816
Gender: Male,0.5843250542879105,0.05162212475813983,0.4936613440513611,0.6776197582483291,0.5676960617303848,0.03953420050890959,0.5040700182318687,0.64832853525877,0.558992138504982,0.03493154021651171,0.5040143311023713,0.6326953306794166,0.5559023708105088,0.036957690392274714,0.5010226905345917,0.6342646896839141,0.6086419731378555,0.033436053060278824,0.5484567895531655,0.6666666865348816
Age: <40,0.4820098489522934,0.0695404546210098,0.38319186866283417,0.6161796629428864,0.4705155059695244,0.06641406312835856,0.3850066140294075,0.6010975465178489,0.47579391300678253,0.05587850311582629,0.39281249716877936,0.5829171821475028,0.46268363744020463,0.05859357750384809,0.38426986783742906,0.5752670824527739,0.5338472738862038,0.046842358242365156,0.4728205144405365,0.6245471209287643
Age: 40-50,0.7055327475070954,0.10282312839219866,0.5117348849773407,0.8385024517774582,0.6676229923963547,0.07610850801460468,0.5220139518380165,0.7563072979450226,0.66637182533741,0.0858941433274758,0.5186603799462318,0.8081902727484702,0.6541041284799576,0.0777502518773373,0.5186282455921173,0.7613685429096222,0.7686408072710037,0.05980531675572388,0.6620614096522331,0.8454545617103577
Age: 50-65,0.6193506300449372,0.09754847439102866,0.44047793447971345,0.7533260166645049,0.5932598114013672,0.08180775733134014,0.4653915211558342,0.7491549730300903,0.581890507042408,0.06739076634240042,0.4659086115658283,0.6851310551166534,0.5740662440657616,0.0736977174631302,0.4329486444592476,0.6841372430324554,0.5931552320718765,0.07546149157738194,0.4331399366259575,0.7078169673681259
Race: White,0.5817546159029007,0.08565777720283127,0.4122630313038826,0.6880993962287902,0.5298379600048065,0.04442951964211379,0.4589125834405422,0.6235737547278404,0.5321142241358757,0.04984959496625995,0.45182120576500895,0.6418452858924866,0.5262936756014824,0.04800100079393229,0.45342342704534533,0.6256695091724395,0.6490245789289475,0.05014002595948276,0.5584037333726883,0.7290985658764839
Race: Black,0.8592676013708115,0.217144507845667,0.32656250000000003,1.0,0.6342270970344543,0.06112109532840164,0.5296875,0.7392045557498932,0.7331456400454044,0.13851502926044343,0.40187500156462197,0.8587500154972076,0.5392158836126327,0.11187512693018983,0.3043750010430813,0.7035752773284912,0.5913126334547997,0.11274104982349609,0.3650000222027302,0.7577205955982208
Race: Other,0.5926441550254822,0.062146943979489985,0.4790534481406212,0.7122845262289047,0.5412358060479164,0.05858000963104656,0.4430411122739315,0.6473925679922103,0.5328899472951889,0.04732801227723387,0.4521573320031166,0.6145218446850776,0.5208545342087746,0.04864263094357943,0.4324094243347645,0.607979865372181,0.575652289390564,0.04241426238973735,0.49778120368719103,0.6463310271501541
