group,n_samples,n_patients,AUC_full,AUC_mean,AUC_std,AUC_ci_lower,AUC_ci_upper,Precision_full,Precision_mean,Precision_std,Precision_ci_lower,Precision_ci_upper,Recall_full,Recall_mean,Recall_std,Recall_ci_lower,Recall_ci_upper,F1_full,F1_mean,F1_std,F1_ci_lower,F1_ci_upper,Accuracy_full,Accuracy_mean,Accuracy_std,Accuracy_ci_lower,Accuracy_ci_upper
Overall,1965,1224,0.5762086383726686,0.5765054309534096,0.019561442771935576,0.5384793089292352,0.6157745904502715,0.6213450292397661,0.6204161847798557,0.020172810029483935,0.5806672752654454,0.6594417811608112,0.7397737162750218,0.7394882583949945,0.022041971213096177,0.6949592044875064,0.7816518818701723,0.6754072308303536,0.6745495413620579,0.017886874050358145,0.6385041447242839,0.7097294822506338,0.5842239185750636,0.5839966158046942,0.017466092179775648,0.5492519970082836,0.6181943393861982
Gender: F,1006,670,0.6103195586891239,0.6105785426489141,0.025597824321624163,0.5600301919855984,0.6585712581270261,0.6448979591836734,0.643394213632329,0.025183460007319605,0.5919197327670657,0.6903970654532874,0.8006756756756757,0.8008259968956606,0.024642492228947786,0.75355930335097,0.8490596968759666,0.7143933685003768,0.7132360885132796,0.020982360770568385,0.6716195315952276,0.7545714242725025,0.6232604373757455,0.6229024924870907,0.021737542215191953,0.5821756254175267,0.6673069279919451
Gender: M,959,554,0.5321462704431166,0.5326866762163561,0.02886142166685484,0.47762285977872465,0.5932120697579089,0.593996840442338,0.5931075088025405,0.0315393407541034,0.5323785816774642,0.6500856908774746,0.6750448833034112,0.6742639441994883,0.036546062861869844,0.598959862625839,0.7454495073891626,0.6319327731092437,0.6306236688400815,0.02934160981275176,0.572146502686782,0.687739212951647,0.543274244004171,0.5430082458014788,0.027094254075805256,0.49054841827591067,0.5941325472920446
Age: Adult,480,293,0.5656349864934056,0.5679522951773988,0.03860329484187715,0.492128056115904,0.639916318554928,0.5852272727272727,0.5846534726536438,0.04067294931583829,0.5045310416156338,0.6588029341481568,0.7601476014760148,0.7615397338408199,0.04277559288773349,0.6756697486960644,0.8392875071715433,0.6613162118780096,0.6607001093382553,0.03610569414669657,0.585612391033624,0.7233447482201052,0.5604166666666667,0.5613657638533732,0.0345287239330321,0.4902546778645184,0.623337845256801
Age: Senior,828,488,0.5088462408322832,0.5088050813942223,0.03200758202618063,0.44805503752133263,0.5722951214577346,0.6573643410852713,0.6559645940099321,0.029374420791751003,0.5955733684149368,0.7158485469448584,0.7808471454880295,0.7806995968645986,0.03432486070475634,0.7076535087719299,0.8456798941798942,0.7138047138047138,0.7124368271177025,0.02580537497211471,0.6564885496183206,0.7578515217386065,0.5893719806763285,0.5885864669676157,0.028493706139365613,0.5305823810968415,0.6422581724997691
Age: Young,657,443,0.6371465653100955,0.6360684263374021,0.030749573185225042,0.5754634443968955,0.6974135091996663,0.5929919137466307,0.5906389804466646,0.035458826576691076,0.5203477304922678,0.6571599090564607,0.6567164179104478,0.6546843232815913,0.03843494272745134,0.5840850784975321,0.7291983695652173,0.623229461756374,0.6204170070370079,0.03147372303713936,0.5592942069314444,0.6811597793926715,0.5951293759512938,0.5939743597734467,0.02728409124534207,0.540801229444737,0.6492167919799499
Race: black,504,296,0.4702428940568475,0.47050106210949455,0.04428196108757236,0.3806439956817247,0.5533261510714983,0.7442348008385744,0.7423374989127158,0.028890408411022667,0.6816894929529373,0.7916754201680671,0.9466666666666667,0.9466764245250985,0.018014251717664326,0.912111163895487,0.9809150793092196,0.8333333333333334,0.8318051061571302,0.020475128128442193,0.7881755086344242,0.8688353395699909,0.7182539682539683,0.7165709331766948,0.029433050483399895,0.6551567398119122,0.7703358478742891
Race: others,389,245,0.4946097161572053,0.49383404706834905,0.040452088050355696,0.4181164053381339,0.5770699658726384,0.5920245398773006,0.5907048613962741,0.041790791829039296,0.5055255449461712,0.6666666666666666,0.8427947598253275,0.8388186159783267,0.03773800481370262,0.7567373593689384,0.9117675231011945,0.6954954954954955,0.6924511712397764,0.0358852906603895,0.619606212547389,0.758509508775886,0.5655526992287918,0.5636565102163866,0.03905401341533676,0.4838504647348278,0.6421319267331324
Race: white,1072,683,0.5511811708998485,0.5520929171065635,0.02612546364641098,0.49908168232353745,0.6020166019381511,0.5345132743362832,0.5334190494453296,0.03276311170102341,0.47090368157597284,0.5948819561551433,0.5541284403669725,0.5547946484606366,0.036546325788105606,0.48227543378145793,0.6236852286502799,0.5441441441441441,0.543398690971868,0.030484796929376546,0.48308977460763175,0.6023965300387152,0.5279850746268657,0.5286027463150543,0.02355353438305672,0.4820453777396214,0.5737128357079813
