group,AUC_mean,AUC_std,AUC_ci_lower,AUC_ci_upper,Precision_mean,Precision_std,Precision_ci_lower,Precision_ci_upper,Recall_mean,Recall_std,Recall_ci_lower,Recall_ci_upper,F1_mean,F1_std,F1_ci_lower,F1_ci_upper,Accuracy_mean,Accuracy_std,Accuracy_ci_lower,Accuracy_ci_upper
Overall,0.6234338410496711,0.01727615422751652,0.5900816068053245,0.6554609447717666,0.5827667953372002,0.01465830390294452,0.5540247187018394,0.6107229217886925,0.5781484407782554,0.013791322554960983,0.5506165906786918,0.6049327030777931,0.577973049223423,0.014217188040131024,0.5499910458922386,0.6056629955768585,0.5999969123005867,0.014692778825710079,0.5717810347676278,0.628736138343811
Gender: Male,0.6112481719255447,0.02743164401088378,0.5569591134786606,0.6653873369097709,0.560669715732336,0.021599402796463205,0.5191274359822273,0.6005876660346985,0.5597287015020848,0.021128938915619715,0.5189230039715766,0.5982953563332558,0.5594669064581395,0.021271472518367654,0.5179545328021049,0.5985339790582657,0.5744413314461708,0.02210338831146704,0.5324362143874168,0.6177133709192276
Gender: Female,0.6324024033546448,0.021846502324300566,0.5888720825314522,0.6753818213939666,0.606702278316021,0.019330523863386427,0.5698007583618164,0.6442528054118156,0.5950823472142219,0.017202914547147032,0.5623216331005096,0.627810163795948,0.5939746501445771,0.018297604553478477,0.559038458764553,0.6287397563457489,0.6241942417025567,0.019150561503280674,0.5863477736711502,0.6611177533864975
Age: <40,0.6050363853573799,0.02785103041607173,0.5508647501468659,0.6606069341301918,0.5776074518561363,0.023500321520964006,0.5315559417009353,0.6256119355559349,0.5776237971782684,0.0235071724050308,0.5316466674208641,0.6250034272670746,0.5767942755818367,0.02353635260965203,0.5315712139010429,0.6231069073081016,0.5774671491980553,0.02351099605331017,0.532653945684433,0.6238904848694801
Age: 40-50,0.6544610067009926,0.03139372942262438,0.5888091057538987,0.7166874021291733,0.6180481180548668,0.02888111563655229,0.5616172939538956,0.672339053452015,0.6038254206180572,0.02551989065346447,0.5535588786005974,0.6518554657697677,0.6002313809394837,0.027630207245067515,0.546832238137722,0.6526353046298027,0.625811988055706,0.028680505203759605,0.5688760831952095,0.6778139859437943
Age: 50-65,0.5870761483311653,0.028056093275877807,0.5344622701406478,0.6405019015073776,0.5360282625257969,0.023853000404560388,0.4902909077703953,0.5849193513393403,0.5301532673239708,0.019657744317517947,0.4912521496415138,0.568780268728733,0.5271757133305073,0.020980637987907794,0.4852049395442009,0.5681829243898392,0.602536386847496,0.02375347508757287,0.5556831806898117,0.6484522521495819
Race: White,0.6277336512207985,0.022906602153933694,0.5841328978538514,0.6728433787822723,0.5855904378890991,0.02038759536200812,0.5444505318999291,0.6246410787105561,0.5826260566711425,0.019552499690525468,0.5436744123697281,0.6195372045040131,0.5792191621661186,0.019874232584800252,0.5403383180499077,0.6183717042207718,0.5839283124804496,0.02020828585388013,0.5438539415597916,0.6245568186044693
Race: Black,0.6063911608457565,0.03684589994100173,0.5304735749959946,0.6773255705833435,0.5510575314760208,0.026384767419532797,0.5032518714666366,0.6023203611373902,0.5519399198293686,0.02671200044194441,0.5030934378504753,0.604594373703003,0.5505532294511795,0.026424046803767795,0.5016864374279976,0.602351488173008,0.6538105743527413,0.028176942376043387,0.599594558775425,0.7081774920225143
Race: Other,0.5757465514540673,0.04042281414198369,0.49187084287405014,0.6538284391164779,0.5496274273097516,0.034204786236586224,0.48244691267609596,0.6163830667734146,0.5458475453257561,0.03155846637505558,0.4847338303923607,0.6067536145448684,0.5435430281460285,0.032964744101837036,0.47816391587257384,0.6082753092050552,0.5733059802055359,0.03544495596185449,0.5051139816641808,0.6403320178389549
