group,AUC_mean,AUC_std,AUC_ci_lower,AUC_ci_upper,Precision_mean,Precision_std,Precision_ci_lower,Precision_ci_upper,Recall_mean,Recall_std,Recall_ci_lower,Recall_ci_upper,F1_mean,F1_std,F1_ci_lower,F1_ci_upper,Accuracy_mean,Accuracy_std,Accuracy_ci_lower,Accuracy_ci_upper
Overall,0.6747493475675583,0.018349293533834847,0.6452314138412476,0.705029210448265,0.6206826120615005,0.020909878389054472,0.5869808495044708,0.6578013747930527,0.6126409322023392,0.01990834329377645,0.5793966710567474,0.6479887634515762,0.6130229860544205,0.020880009663864343,0.577929325401783,0.6503065153956413,0.6339500308036804,0.020621528187406236,0.6014750331640244,0.6733500078320503
Gender: Male,0.6876633673906326,0.020541515078997267,0.657068920135498,0.7291624873876572,0.6297532051801682,0.02511255726438222,0.5942209735512733,0.6750398680567742,0.627423906326294,0.02578279790658142,0.5894180104136467,0.6746791571378707,0.6275710225105285,0.02601303526873494,0.5883356690406799,0.6747004255652428,0.6401614665985107,0.024531972985120356,0.6021988302469253,0.6838886111974716
Gender: Female,0.6630314350128174,0.024980377293757617,0.61845081448555,0.7066493347287177,0.6133871585130691,0.026834280862553014,0.5723458021879196,0.6535365954041481,0.5982660859823227,0.022814466839213576,0.5611145973205567,0.6352785259485245,0.5961942702531815,0.02511850512566677,0.5535409390926361,0.6375334054231644,0.6280968278646469,0.026407018447049506,0.5856812402606011,0.6718672841787339
Age: <40,0.6560583889484406,0.018968328843576767,0.6203657612204552,0.6851241558790206,0.6168107450008392,0.020241919394232664,0.5735614985227585,0.6529897391796112,0.6163076400756836,0.020263223414552556,0.5730973720550537,0.6525623142719269,0.615330159664154,0.020152421389286985,0.572468777000904,0.6524699762463569,0.616206830739975,0.019966836466688054,0.5740232408046723,0.6531509712338448
Age: 40-50,0.7231739848852158,0.03364798503908104,0.6748450428247452,0.786177572607994,0.6605762422084809,0.038436520669090056,0.5961624264717102,0.7373361051082611,0.6493355721235275,0.035557915932257406,0.5873060181736947,0.7137966752052307,0.6490216195583344,0.03637538604164542,0.5852965787053108,0.7116589292883873,0.6655329465866089,0.03447540537347018,0.6062393933534622,0.7220742866396903
Age: 50-65,0.627257326245308,0.030836991045889973,0.560618594288826,0.6746005952358246,0.5695250123739243,0.036432949540654465,0.48735215365886686,0.6205256164073945,0.5587601229548455,0.0306718246825879,0.4903371326625347,0.6002901554107666,0.557413524389267,0.035115895415715345,0.4785660445690155,0.603551396727562,0.6298867404460907,0.03301220245142436,0.5623430237174034,0.6756516829133034
Race: White,0.6519264191389084,0.023446523968539537,0.6121498718857765,0.6947318941354751,0.6032882452011108,0.02540959010448868,0.5656614392995835,0.6552845314145088,0.6016461193561554,0.024744563417524113,0.5642337262630462,0.6514474779367446,0.6000755161046982,0.025568083596858505,0.5623364001512527,0.6513896271586418,0.6025519639253616,0.026182715749195937,0.5654419094324112,0.6560977086424827
Race: Black,0.6886326134204864,0.028496386543052442,0.6447010695934295,0.7399342164397239,0.6252858459949493,0.04006058624823612,0.5466803759336472,0.6952055364847183,0.588676369190216,0.030947691785915797,0.5304253324866295,0.6381846860051155,0.594167485833168,0.03595050323306825,0.5252663150429726,0.6522879719734191,0.7340934932231903,0.025317707421286518,0.6905543655157089,0.7755414247512817
Race: Other,0.6151637107133865,0.05554163637164259,0.544438847899437,0.7467053070664404,0.5787239670753479,0.04809820283042753,0.5161378771066666,0.6935141459107397,0.5727974474430084,0.043096384032122,0.5154550522565842,0.6743425399065016,0.5704126983880997,0.04340537264208625,0.512436380982399,0.6707933679223059,0.5911027729511261,0.04310716121987829,0.5260383769869804,0.6824485689401625
