group,AUC_mean,AUC_std,AUC_ci_lower,AUC_ci_upper,Precision_mean,Precision_std,Precision_ci_lower,Precision_ci_upper,Recall_mean,Recall_std,Recall_ci_lower,Recall_ci_upper,F1_mean,F1_std,F1_ci_lower,F1_ci_upper,Accuracy_mean,Accuracy_std,Accuracy_ci_lower,Accuracy_ci_upper
Overall,0.6098750908970832,0.015990346459457773,0.5783871829509735,0.6408347934484482,0.5813579801917076,0.012882495024280793,0.5581791460514068,0.606903874874115,0.5835613322257995,0.013283429677121086,0.5592881932854652,0.6097114518284797,0.5754779976606369,0.013405643619506255,0.5510562971234322,0.602628743648529,0.577258387863636,0.01352436206297318,0.5525248140096665,0.6048540905117988
Gender: Male,0.6237412834167481,0.023835441394347404,0.5757649868726731,0.6723160818219185,0.5938739141225815,0.018801280134431168,0.5568751603364944,0.6327514588832855,0.5938889112472534,0.019195057556138703,0.5563434883952141,0.6348675355315209,0.5776808745265007,0.020187108599876966,0.5397824555635452,0.6192919671535492,0.578268757045269,0.020173390070348452,0.540020826458931,0.6194841161370277
Gender: Female,0.5978638122081756,0.020423037097789906,0.5589477032423019,0.6377662882208824,0.5708825994729996,0.016834377082507124,0.5378356620669364,0.6037905052304268,0.5728525017499924,0.01732594729144996,0.5386628076434136,0.6077668398618699,0.569740274310112,0.01710814214531964,0.5365564495325088,0.6032901912927627,0.5762492043972015,0.017499917219810632,0.5422961488366127,0.6102866739034652
Age: <40,0.60402574467659,0.025485148382195646,0.5531311571598053,0.6506938308477401,0.5757657368779182,0.021443575416527146,0.5350701242685318,0.6186752364039421,0.5718928219676018,0.02034922150099741,0.5333287701010704,0.6124727219343186,0.564505977332592,0.021246028526301475,0.5251949921250343,0.6066323697566987,0.5699665099978447,0.021452623721863334,0.530298438668251,0.611875657737255
Age: 40-50,0.6334679589271546,0.029624925964029016,0.5733304381370544,0.6861789047718048,0.6146457730531693,0.025328368570723993,0.566839063167572,0.6638293147087097,0.6161209833025932,0.025599963410199496,0.5671966597437859,0.664459440112114,0.6083411028981209,0.026172248422709224,0.5574747711420059,0.6584059938788414,0.6097194916605949,0.026173451815593246,0.558104644715786,0.6594824060797692
Age: 50-65,0.5759682633280754,0.025843605760697472,0.5265451967716217,0.6262704849243164,0.5475027806758881,0.019469388887545017,0.5097232073545456,0.5854116290807724,0.5519173750877381,0.02114894925285692,0.510587377846241,0.5930469542741775,0.543364473670721,0.020866311081768552,0.5023955136537552,0.5845338135957718,0.5641665887832642,0.021764831404373585,0.5212636753916741,0.6069451704621315
Race: White,0.5949847345352173,0.022131445049589617,0.5512920409440994,0.6380339860916138,0.5723590540885926,0.017472606695360292,0.5390536770224571,0.6055990099906922,0.567947372496128,0.016574913347315656,0.5369390666484832,0.600096295773983,0.5596048209071159,0.0173176962925205,0.5262909144163131,0.5941137433052063,0.5661691735982894,0.01730676215779168,0.5328100547194481,0.6000135496258735
Race: Black,0.5596377962827682,0.035191535416598356,0.49124000072479246,0.6303732007741928,0.5275312531292439,0.02376740776702113,0.48171720951795577,0.5725958108901977,0.5328774389624595,0.028348391571700875,0.477431870251894,0.5865347698330879,0.523235428571701,0.026252595830176112,0.47209934443235396,0.573471374809742,0.5955441650748253,0.02623397053277775,0.5425048813223838,0.6452626094222068
Race: Other,0.5720926922559738,0.03523190615162819,0.49945821836590765,0.6380819112062455,0.5771196378171444,0.03122845241733634,0.5124330371618271,0.6369958266615867,0.579279115408659,0.031996484262311574,0.5124989807605743,0.6392350792884827,0.5755269426703453,0.03192254327341349,0.5118328049778939,0.6351816669106483,0.5834463277757168,0.0331809021876614,0.5160258829593658,0.6458891466259956
