group,AUC_mean,AUC_std,AUC_ci_lower,AUC_ci_upper,Precision_mean,Precision_std,Precision_ci_lower,Precision_ci_upper,Recall_mean,Recall_std,Recall_ci_lower,Recall_ci_upper,F1_mean,F1_std,F1_ci_lower,F1_ci_upper,Accuracy_mean,Accuracy_std,Accuracy_ci_lower,Accuracy_ci_upper
Overall,0.6226683638095856,0.01689805617543621,0.5898724049329758,0.6545186519622803,0.5854872505068779,0.01449801813810717,0.5578072100877762,0.6125039398670197,0.5811877849102021,0.013668469881911175,0.5550320327281952,0.6074048921465873,0.581198036134243,0.014010024364439735,0.5545269206166268,0.6084081888198852,0.6021494123339654,0.01451368111326053,0.5748584017157554,0.630198012292385
Gender: Male,0.6306709788441658,0.02609787109731708,0.5785942494869232,0.6816439628601074,0.5785163512229919,0.021820213559388357,0.5344673797488213,0.6202886939048767,0.5778420803546905,0.0214442110561159,0.5345594719052315,0.6189825028181076,0.5775795679688454,0.02157774211624914,0.5339980036020279,0.6185914367437363,0.5906570411324501,0.02241238280875491,0.5453529924154281,0.6334982469677926
Gender: Female,0.6138164056539536,0.020984850544883783,0.5726002126932144,0.6545889586210251,0.5937417433261871,0.01900457039891028,0.5552666842937469,0.6307421758770942,0.5836859413385391,0.01687983619414893,0.5501683235168457,0.6164672389626503,0.5821195662021637,0.017886605891301647,0.5468350917100906,0.6173792153596878,0.6129546399712562,0.018831549645821757,0.5792075574398041,0.6494231820106506
Age: <40,0.605565005004406,0.026172293151160975,0.5562883302569389,0.6573077857494354,0.5761783338189125,0.022186387172271716,0.5335500538349152,0.6203438445925713,0.5761756913065911,0.02216508485994386,0.5338353291153908,0.6198509901762008,0.5755812531113624,0.02216033981230441,0.5332870215177536,0.6197754591703415,0.576456685423851,0.022169391061376977,0.5355038851499557,0.6209581926465034
Age: 40-50,0.6634276934862137,0.030817699104459965,0.598270021378994,0.7201624318957329,0.6104681628346443,0.027470905584661243,0.5558378711342812,0.6611480370163918,0.6035397617816926,0.025582544486996657,0.5527062490582466,0.651474942266941,0.6023142025470734,0.026627495060523042,0.549194373190403,0.6516096338629722,0.6198290082812309,0.027988022561451876,0.5631348952651024,0.6720211684703827
Age: 50-65,0.587217243373394,0.027059671952412392,0.5377557769417762,0.6435862645506859,0.5504808291494846,0.024353797673528427,0.502501817047596,0.5965898901224136,0.5431363414824009,0.020316385889835566,0.5024126023054123,0.5804802805185317,0.541551747739315,0.021582219327429746,0.49844146370887754,0.5822812974452972,0.611955743432045,0.024152474251113776,0.5646822512149811,0.657175575196743
Race: White,0.6295395060181618,0.022992077944124858,0.5878428190946579,0.6753365755081177,0.5880597390532494,0.019484400768627168,0.5515932023525238,0.6274172335863113,0.5859622099995613,0.018863935346015052,0.5502929389476776,0.6238945394754409,0.583584258556366,0.019018163472522335,0.5473333328962326,0.6221198573708534,0.5870337998867035,0.019355086678195528,0.550414115190506,0.6255804419517517
Race: Black,0.6104587627649307,0.034508497779555336,0.5428149968385696,0.6783159986138344,0.5452320990860462,0.02870225095316811,0.4900431983172894,0.6033679157495498,0.5427587359845638,0.026953059839727577,0.49017366766929626,0.5944519311189651,0.542872964054346,0.027633159261064404,0.4895905405282974,0.5964801102876663,0.6596290465593339,0.0286052955245278,0.6016122296452522,0.7142996817827224
Race: Other,0.5475758556723594,0.037430854511848084,0.474155955016613,0.6223305702209473,0.5460102826654911,0.03172596604279813,0.4822731167078018,0.6067015081644058,0.5433749477863312,0.02975390980953119,0.4842776969075203,0.598949234187603,0.5416209582388402,0.030743334919358028,0.47943544387817383,0.599233315885067,0.5682646018266678,0.03301183221092218,0.5011919289827347,0.6304499641060829
